username,Label,text,date,bot
chuifuyumatsu,Negatif,besok ptm males,11/2/2021,0
nyacheng_,Negatif,ptm boring sampe molor njir,11/2/2021,0
scagfpcy,Positif,semangat ptm,11/2/2021,0
loavswonie,Positif,ptm stay safe,11/2/2021,0
t4rowthu,Negatif,males ptm,11/2/2021,0
momouing,Negatif,males ptm,11/2/2021,0
vollesone,Negatif,males ptm,11/2/2021,0
innertaekoo,Negatif,males ptm mas ngantuk,11/2/2021,0
ackermaines,Negatif,lemes ptm,11/2/2021,0
milksuya,Positif,morning ptm semangat janlup mam,11/2/2021,0
jgnsoker_,Negatif,besok ptm males,11/2/2021,0
canjbag_,Positif,semangat bsk sy ptm trade mark,11/2/2021,0
byywinn,Positif,ptm,11/2/2021,0
reauroraa,Negatif,besok ptm males,11/2/2021,0
sat0ryu,Negatif,males besok ptm,11/2/2021,0
jvkookt,Negatif,males ptm siang panas keburu mager,11/2/2021,0
BP_Kaskus,Positif,bp klaster sekolah muncul,11/2/2021,0
OfficialRCTI,Negatif,guru siswa tular covid ptm semarang,11/2/2021,0
TangselTerbaru,Negatif,siswa smpn mrebet positif covid,11/2/2021,0
indo_pers,Positif,wabup ipat monitoring ptm sekolah sekolah ingat sekolah,11/2/2021,0
icasaurs,Positif,gimana ptm,11/2/2021,0
pcy_loeypark,Positif,ptm,11/2/2021,0
diorwantsme,Positif,start ptm nie,11/2/2021,0
jujutsru,Positif,bismilah mental kuliah ptm,11/2/2021,0
sydneyeol,Negatif,ptm duduk guru panik anjrit,11/2/2021,0
idntimes,Positif,kemendikbud dukung pemda terap ptm batas,11/2/2021,0
echimustika,Positif,pasti peran orangtua kalah sukses ptm batas proaktif berkordinasi sekolah jk klg infeksi anak dispilin protokol sehat anak sehat baik rumah,11/2/2021,0
Yettieherawati1,Positif,sat sekolah ptm batas sekolah level pkm,11/2/2021,0
toekangkuliner,Positif,deteksi kurang tular masif tutup sekolah sangkut sekolah protokol sehat boleh lanjut ptm batas,11/2/2021,0
erfanologi,Positif,fakta angka klaster ptm batas data tsb lapor sekolah warga sekolah guru siswa perangkat sekolah tular covid infeksi klaster ptm batas prokes,11/2/2021,0
trisulis98,Positif,tuju ptm batas kota dilanjutin angka tular cov landai prokes insyaloh aman,11/2/2021,0
rhiskafidi,Positif,guru sekolah info walimurid bulanya pcr laksana ptm batas prokes,11/2/2021,0
AraNiagara1,Positif,tunda ptm timbul rugi jangka siswa ortu ikut stres untung perintah program ptm batas fokus fokus awas tingkat,11/2/2021,0
bukananakbanjar,Negatif,can hate ajar tatap muka batas,11/1/2021,0
monologis_id,Negatif,perintah provinsi jawa henti ajar tatap muka ptm sekolah kota semarang temu tular covid sekolah,11/1/2021,0
ccanadaroads,Negatif,temen temen ajar tatap muka batas gaberani ketemu dibilangin sosial gaberani,11/1/2021,0
eightetic,Negatif,males ptm gw ngantuk,11/1/2021,0
thvxyrd,Positif,pagi semangat ptm,11/1/2021,0
mahedly,Positif,pagi al semangat ptm semangat,11/1/2021,0
jisungbinjai,Negatif,males ptm anjg,11/1/2021,0
shoonshined,Positif,semangat ptm,11/1/2021,0
sincerelynaila,Negatif,males ptm anying,11/1/2021,0
forkarinae,Positif,semangat bsk ptm senyum,11/1/2021,0
markleeter,Negatif,males bngt ptm ajg bau bau ph tatap muka,11/1/2021,0
narrysdaughter_,Negatif,lusa ptm yalah takut,11/1/2021,0
SiSablengg,Positif,ptm,11/1/2021,0
Lavchu_rain,Negatif,bsk ptm malas,11/1/2021,0
ohicecubes,Positif,ptm ketemu tyt gw temen omaigat pdhl gada temen smp dr,11/1/2021,0
andnajj,Negatif,cape ptm,11/1/2021,0
bluexnoo,Positif,smangat ptm gais hapy kiyowo,11/1/2021,0
vantenev,Negatif,ptm pulang,11/1/2021,0
Naisphase,Negatif,males ptm sesi siang,11/1/2021,0
jjuniekitten,Positif,ptm bosen daring sedih,11/1/2021,0
kunniefrenzz,Negatif,ptm ngantuk,11/1/2021,0
ppickes,Negatif,males ptm ck,11/1/2021,0
5tarlightt,Positif,ptm semangat vote,11/1/2021,0
hyukainara14,Positif,ptm semangat daring jga vote,11/1/2021,0
sunarinmine,Negatif,duh ptm takut,11/1/2021,0
rrosieclub,Negatif,males ptm,11/1/2021,0
ghafiraa,Negatif,takut ptm sedih,11/1/2021,0
digitalouver,Positif,semangat teman teman ptm ganbarimashou,11/1/2021,0
abinjw,Negatif,gaseru dateng ptm dikit,11/1/2021,0
convomfs,Positif,ptm stres rumah,11/1/2021,0
minjeee_07,Positif,pagi god day semangat ptm hati sekolah daring semangat sedih,11/1/2021,0
holawinwin,Positif,pagi senang ptm,11/1/2021,0
pancakesbubbly,Positif,god morning ptm semangat copyright,11/1/2021,0
txtdarijustine,Positif,ptm efek gw cape,11/1/2021,0
cyujinwrld,Negatif,males ptm dh,11/1/2021,0
lovinghjsXD,Netral,gatau dh neng sedih tau ajar tatap muka,11/1/2021,0
keishaalmara,Positif,pagi semangat ptm daring,11/1/2021,0
luvshuadino,Negatif,alah ptm males,11/1/2021,0
seungret,Negatif,besok ptm anjir males,11/1/2021,0
redyellowz,Positif,nyesel gw ptm,11/1/2021,0
prekedeI,Positif,ptm jugak,11/1/2021,0
hiikhave33,Positif,neng skolah sy kelas ptm,11/1/2021,0
melankoliskedua,Positif,woi ptm,11/1/2021,0
nyrathn,Positif,semangat ptm daring,11/1/2021,0
fairyaleaa,Positif,semangat ptm al,11/1/2021,0
captivateing,Positif,morning ptm semangat,11/1/2021,0
SerikatNews_,Positif,muncul klaster didik,11/1/2021,0
fullsumchanie,Negatif,ptm anjirt sesi bestie sedih,11/1/2021,0
0studyies,Positif,ptm beda sesi temen ku,11/1/2021,0
AraNiagara1,Positif,pelaksanan ptm batas sukses masyarakat libat peran ortu butuh proaktif berkordinasi sekolah keluarga infeksi anak prokes,11/1/2021,0
toekangkuliner,Positif,harap sekolah bsa jalan program ptm batas protokol sehat moga pandemi,11/1/2021,0
khariesmayani,Positif,insya sekolah oktober ptm batas prokes trade mark,11/1/2021,0
nona_melinda_,Positif,tular klaster ptm batas capai satu didik fakta data komulatif juli data coba,11/1/2021,0
andiniharsono,Positif,sekolah dg lulus syarat ptm batas area sekolah wastafel lengkap dg sabun cuci tangan ukur suhu terap jaga jarak prokes,11/1/2021,0
FionazIsza,Positif,moga ptm jalan lancar,11/1/2021,0
peachalpacca,Negatif,gasiap ptm,11/1/2021,0
DiahAgustinaWu1,Positif,sekolah ptm batas perintah tes pcr siswa tenaga didik sekolah rutin minimal prokes aman ptm,11/1/2021,0
dianrestoe,Positif,bilang angka klaster ptm batas data lapor sekolah warga sekolah guru siswa perangkat sekolah tular covid infeksi klaster ptm batas,11/1/2021,0
gulagulalilegit,Positif,tunda ptm akibat rugi jangka long term disbenefit siswa sehinga perintah fokus awas tingkat advanced surveilance dukung program ptm batas prokes,11/1/2021,0
DayatRain,Positif,camat sekolah ptm batas otomatis ambil samplenya prokes,11/1/2021,0
KaryatiNiken,Positif,ngak strategi deteksi surveilans masif jalan laku ptm batas prokes,11/1/2021,0
GenJuno,Positif,anak paud amp sd ptm batas rasa anak repot online prokes,11/1/2021,0
Little_Shovya,Positif,tua mengijinkan anak ikut ptm batas sekolah prokes tenang moms ijinkan ajar rumah diskriminasi proses hukum ajar rumah,11/1/2021,0
hello_fika,Positif,ngak sembarang loh sekolah ptm syarat prokes guru guru vaksin,11/1/2021,0
anakdolan_,Negatif,pakar sehat ptm evaluasi imbas muncul klaster sekolah,10/31/2021,0
medcom_id,Negatif,gibran tutup sekolah klaster covid sat ptm batas,10/31/2021,0
yesti_yes,Positif,ajar tatap muka latih bangun cepat telat latih multitasking masak latih sabar ingat jaga jarak wash hand tetep kuat jam pulang tetep tiada ubah kuat bestie,10/31/2021,0
TNLESO10,Positif,semangat ptm bestie,10/31/2021,0
shuavvd,Positif,pagih semangat jdwl ptm,10/31/2021,0
oikawoology,Positif,semangat mingu ptm,10/31/2021,0
rriksg,Positif,pagi semngat ptm smngt online ak mingu ptm,10/31/2021,0
convomfs,Positif,semangat ptm,10/31/2021,0
intakasep,Negatif,ptm males,10/31/2021,0
quitespaces,Negatif,males ptm tidur,10/31/2021,0
gorgeoustaewin,Positif,yok semangat ptm,10/31/2021,0
d0raThe3xploRrr,Negatif,males bsok ptm,10/31/2021,0
zwooflwr,Negatif,males besok ptm,10/31/2021,0
deryypng,Negatif,males bngt bsok ptm,10/31/2021,0
natachoco_,Negatif,males bsok ptm,10/31/2021,0
ghiovit,Positif,neng besok ptm yay,10/31/2021,0
skiesuwoo,Negatif,besok ptm malesin,10/31/2021,0
nnnnnaatt,Negatif,bsk ptm males,10/31/2021,0
feylise,Negatif,besok males ptm,10/31/2021,0
shanflorence_,Negatif,ptm males sistem shift,10/31/2021,0
nanaziiee,Positif,semangat nugas bsk ptm,10/31/2021,0
cremepuffie,Negatif,males besok ptm,10/31/2021,0
anntrjoo,Positif,semangat ptm besok,10/31/2021,0
diemajakamuya,Positif,hm semangat ptm,10/31/2021,0
diemajakamuya,Negatif,males ptm anying bagi pel ajha sie,10/31/2021,0
sygfess,Negatif,say males ajar tatap muka anak cowok kelas salty kek komen jelek status wasap hp mobil pake lakuin cowok mulut lemes,10/31/2021,0
aiyyyz,Positif,terima kasih ajar tatap muka batas alhamdulilah gantung mengunakan gambar remaja jompo bantu tolong ful tatap muka fulday trade mark,10/31/2021,0
mauambisbolegak,Positif,pagi ptm semangat yeu,10/31/2021,0
jesuisraraaa,Negatif,males ptm ajg males,10/31/2021,0
_sojeonghwan,Negatif,males besok ptm,10/31/2021,0
chaewens,Positif,semangat ptm,10/31/2021,0
koutarroo,Negatif,mager ptm,10/31/2021,0
lovsmachine,Negatif,males ptm,10/31/2021,0
jmhcn,Negatif,males besok ptm,10/31/2021,0
puyeeeng,Negatif,aduh males besok ptm anjir,10/31/2021,0
dzefault,Negatif,males besok ptm,10/31/2021,0
Sseungzmin,Negatif,males ptm,10/31/2021,0
theoOxzh,Negatif,besok ptm males trade mark,10/31/2021,0
PartaiSocmed,Positif,ptm angap anak sehinga layak taruh nyawa,10/31/2021,0
fokus_satu,Negatif,siswa guru positif covid,10/31/2021,0
GATRA_com,Positif,simulasi ptm,10/31/2021,0
AlifJunianto89,Positif,ptm juang jokowi,10/31/2021,0
jaeviees,Positif,ptm abis ajar logaritma rada bingung ngerjain tugas geografi numpuk kemarin god night rest wel,10/31/2021,0
yeogijeoju,Negatif,gk catetan besok ptm tagih njir,10/31/2021,0
nadland_,Positif,halow pagi nad ptm hihi daring ptm,10/31/2021,0
innertaekoo,Positif,ptm mingu selesai mingdep pj yey,10/31/2021,0
sevillaae,Negatif,besok ptm,10/31/2021,0
trisulis98,Positif,ortu suport ptm batas sat sekolah peran tua kalah sukses ptm batas,10/31/2021,0
fania_surya,Positif,sekolah boleh ptm batas sekolah level pkm siswa guru vaksinasi prokes sekolah sekolah,10/31/2021,0
RAsmaraningsih,Positif,masif jalan strategi deteksi satu didik jalan laku ptm batas,10/31/2021,0
Arkian_Widi,Positif,libat tua kendor hasil ptm batas proaktif kordinasi sekolah keluarga infeksi buah hati disiplin prokes,10/31/2021,0
DialektisC,Positif,pantau ptm disdikbud bontang gelar tes antigen acak guru siswa,10/31/2021,0
akunovitania,Positif,metode ambil sampling tiap kota kabupaten minimal persen alokasi sesuai sekolah ptm batas camat tweps prokes,10/31/2021,0
GenJuno,Positif,prokes sekolah ptm pcr siswa tenaga didik rutin bulan salah perintah cegah tular virus moga sekolah tenang aman,10/31/2021,0
sallyfauzi,Positif,sekolah fara sat lolos tahap seleksi ptm batas pelaksanan ptm tungu dinas hibauan ptm prokes,10/31/2021,0
Yettieherawati1,Positif,tunda ptm panjang timbul rugi anak bangsa sehinga perintah awas dukung ptm batas lupa prokes,10/31/2021,0
hallo_wulandari,Positif,kemaren sempet rame ribu klaster sekolah temu tatap muka ptm ngikutin berita,10/31/2021,0
naoirzei,Positif,neng ketemu temen temen moga neng neng ptm,10/31/2021,0
joinnaja,Positif,semangat ptm wuhu plis,10/30/2021,0
jieubibi,Positif,ptm asik,10/30/2021,0
jjkey09,Positif,ptm,10/30/2021,0
astuti_,Positif,moga lancar ptm,10/30/2021,0
lxydjk,Negatif,ptm gel,10/30/2021,0
lafilldayxne,Negatif,inti takut ptm anjir keliling kampus nyari fakultas alah stres,10/30/2021,0
lafilldayxne,Negatif,takut ptm asli,10/30/2021,0
mengelusmu,Negatif,ptm anjir ngerjain tugas mke gugel mulu mslh,10/30/2021,0
Dkyeomie_SvT,Positif,ptm lumayan,10/30/2021,0
Loafsjaejen,Negatif,males bnget ptm hiks,10/30/2021,0
terajunajun,Negatif,ptm males,10/30/2021,0
rsaupwr,Negatif,temu sekolah klaster covid,10/30/2021,0
detikHealth,Netral,kemendikbudristek lurus informasi ribu sekolah catat klaster covid data himpun juli,10/30/2021,0
bangkemale,Negatif,sekolah klaster covid sat ptm,10/30/2021,0
cakrawartacom,Positif,ptm laku,10/30/2021,0
prajnamu,Positif,angota komisi dpr ri,10/30/2021,0
MWinatia,Positif,tinjau vaksinasi ajar kabupaten sukoharjo,10/30/2021,0
GitaAmanyyy,Positif,tinjau vaksinasi ajar kabupaten sukoharjo,10/30/2021,0
tvOneNews,Negatif,siswa purbalinga positif covid,10/30/2021,0
Indones75472946,Positif,ptm dorong prestasi siswa masa pandemi juang jokowi,10/30/2021,0
EntinKa54934158,Positif,dukung ptm nyaman vaksinasi covid sasar kalang ajar juang jokowi,10/30/2021,0
F0LKEVERMORE,Positif,alah liat chat bapa kawanya bilang ptm pamer,10/30/2021,0
JAEHYUNIVER5E,Positif,ptm,10/30/2021,0
vvaaaiiii,Positif,thank mots hiat dlu slama besok brangkat pesantren asrama ptm bnyak sbenrnya syg bngt ningalin ac gmn sgini dlu byebye mots stay safe ily,10/30/2021,0
subschfess,Positif,temen temen ptm gimana ajar utbk mingu sender ptm neng campur sedih help sender teguh sch,10/30/2021,0
Miracas2,Positif,sekolah ptm ikut atur protokol sehat ketat vaksin bukti aman,10/30/2021,0
yaskive,Positif,oiya adek gw coban ptm jkt coban sekolah adek gw dpt gilir,10/30/2021,0
darmagone,Negatif,aduh takut ptm bagi absen ama absen temen,10/30/2021,0
dianrestoe,Positif,next sekolah anak sulung ptm batas ibuk siyap macan ternak mama cantik anter anak prokes semangat,10/30/2021,0
Dwiaprily,Positif,siswa wajib ptm ngak siswa zink tua ptm batas ajar rumah diskriminasi amp proses hukum putus ajar rumah gambaranya,10/30/2021,0
Ria_Bilqis,Positif,isu siswa guru konfirmasi positif covid ptm batas fakta data asal satu sekolah verifikasi,10/30/2021,0
duniazie,Positif,fakta angka klaster ptm batas data adl lapor sekolah warga sekolah tular covid infeksi klaster ajar tptm batas ngak jadi hayuk prokes,10/30/2021,0
FionazIsza,Positif,yup aq dukung sekolah ptm batas,10/30/2021,0
radaradapaham,Positif,sekolah positivity ratenya bawah kontak erat karantina prokes ptm batas,10/30/2021,0
ennymamito,Positif,sekolah rutin minimal tes pcr siswa tenaga didik salah upaya perintah untk kendali covid sat ptm batas prokes,10/30/2021,0
idasan12,Positif,sekolah tingkat positivity rate persen rombong ajar tes karantina ptm batas tetep jalan,10/30/2021,0
yhendarsyah,Positif,level pkm ptm batas wilayah pkm boleh ajar tenaga didik vaksinasi harap prokes,10/30/2021,0
Little_Shovya,Positif,tua anak ptm batas sekolah prokes sat mana lupa penuh asupan gizi anak daya tahan tubuh anak kuat mudah sakit,10/30/2021,0
ennymamito,Positif,knp ptm gk tunda tunda ptm bs akibat rugi jangka long term disbenefit ut siswa sehinga perintah fokus awas tingkat advanced surveilance dukung program ptm batas prokes,10/30/2021,0
nunuhalimi,Positif,semingu ptm anak anak data vaksin prokes sekolah mengkodinir vaksin anak anak anak vaksin vaksin sekolah,10/30/2021,0
erfanologi,Positif,teman teman strategi perintah dlm implementasi pmbelajaran tatap muka batas kendali covid kuat prokes ubah perilaku strategi deteksi surveilans ptm prokes,10/30/2021,0
Rosad76812636,Positif,ptm ptm tm tunda trs mau ngompori,10/30/2021,0
mediaindonesia,Positif,disdik dki pasti rencana ptm sekolah,10/29/2021,0
terasjatengcom,Netral,polres grobogan monitoring evaluasi ptm smpn purwodadi,10/29/2021,0
izzaiziue,Negatif,ku lom hadap ajar tatap muka wkw,10/29/2021,0
jawapos,Positif,semangat sambut ajar tatap muka batas,10/29/2021,0
tszoentrbyun,Negatif,besok ptm mager sumpah,10/29/2021,0
asyhvnilla,Negatif,besok ptm males sedih,10/29/2021,0
hjisoo_,Negatif,males besok ptm,10/29/2021,0
st97daily,Positif,neng ptm semingu nga bawa hp know bawa hp sekolah kaya akhj gatau,10/29/2021,0
joocityx,Negatif,males ptm enak rum,10/29/2021,0
AjengIrmawati1,Positif,semangat ptm,10/29/2021,0
amararawrr,Positif,semangat ptm,10/29/2021,0
ramandariska,Positif,bulan pelaksanan ajar tatap muka batas hasil pcr negatif moga sekolah normal,10/29/2021,0
shinrryuddaeng,Negatif,takut anjir mingu gilir angkat ptm hdh,10/29/2021,0
elatedtia,Positif,progres ptm guru humble anw rest wel mots,10/29/2021,0
inksirius,Positif,neng keren ptm ex crush keren super duper fine abis ajar bahasa ingris pkn bindonya asik ide lanjutin novel jatuh cinta novel ayah,10/29/2021,0
mauukemana,Positif,kangen ptm,10/29/2021,0
AlbertSolo2,Negatif,ribu siswa corona,10/29/2021,0
inilahkorancom,Positif,ptm batas kota bandung,10/29/2021,0
hsidhi,Negatif,ptm batas daerah henti bupati gegara,10/29/2021,0
kumparan,Netral,uji coba sekolah patuh tentu teknis kait ajar tatap muka ptm putus rantai tular covid,10/29/2021,0
pcarjeongguk,Positif,tangal ptm,10/29/2021,0
juricthinkerrr,Negatif,neng ptm jadwal tangal merah gamau undur mingu trade mark trade mark trade mark trade mark,10/29/2021,0
livefornana,Positif,my teacher had audacity say stres rumah mati gaya gabisa ngapa ngapain suruh ptm proceds point mf give break know how much hate talking people,10/29/2021,0
wjtodaycom,Positif,pemkot sukabumi cepat vaksinasi ajar imbang ptm,10/29/2021,0
blwuebell,Positif,beli tas kaos kaki besok ptm conect with mc sunghon registered en,10/29/2021,0
toudorokie,Positif,skolah bdr ptm jam hahahahahaha,10/29/2021,0
LaveiYuri,Positif,ptm laksana hindar anak hilang mampu ajar vaksin bukti aman,10/29/2021,0
25ndyy,Positif,alhamdulilah laku ptm seko,10/29/2021,0
meowpjs,Negatif,sumpah untung bagi ptm pagi senyum senyum orgil ngebayangin sunghon gmn awoawksjshwhawfwqd,10/29/2021,0
ImaSatrianto,Positif,tenang lepas anak ptm batas prokes dukung sekolah ortu murid,10/29/2021,0
toekangkuliner,Positif,isu siswa guru konfirmasi positif covid ptm batas data verifikasi data sesuai mis data murid beda murid sekolah,10/29/2021,0
vikakurniawati,Positif,metode ambil sampling kota kabupaten minimal sesuai sekolah ptm batas kota,10/29/2021,0
gulagulalilegit,Positif,strategi deteksi surveilans satu didik masif jalan baku ptm batas prokes,10/29/2021,0
andiniharsono,Positif,isu siswa amp guru konfirmasi positif covid ptm batas fakta data tsb asal satu sekolah verifikasi byk data sesuai sekolah jujur dg prokes,10/29/2021,0
ImaSatrianto,Positif,bulan ptm batas nanti siswa obat rindu sekolah rasa bangku sekolah tugas biasa prokes lingkung keluarga,10/29/2021,0
idasan12,Positif,satu didik tingkat paud sd ptm batas,10/29/2021,0
andiniharsono,Positif,ptm batas jalan dg kerjasama sekolah guru siswa tua siswa ketat protokol sehat prokes lengah,10/29/2021,0
Evi_Fadliah,Positif,prokes disiplin bias batas dlm camat giat ptm batas sample ambil pengawasanya sesuai epidemilog,10/29/2021,0
samLeinad,Positif,fakta angka klaster ptm batas data lapor sekolah warga sekolah tular covid infeksi klaster ptm batas prokes,10/29/2021,0
Ria_Bilqis,Positif,ptm batas sistem ajar ubah online baik protokol sehat sekolah dianalisa dinas kait,10/29/2021,0
fania_surya,Positif,siswa tular covid ptm batas jalan anak tular karantina kontak erat disolasi sekolah positivity ratenya bawah persen prokes awas,10/29/2021,0
Ria_Bilqis,Positif,anak ptm batas ortu guru arah tua guru siswa peran jaga prokes sekolah,10/29/2021,0
fania_surya,Positif,terap strategi deteksi surveilans sat ptm batas masif,10/29/2021,0
mbahndi,Positif,menkominfo sekolah gelar ptm hasil jalan aman,10/28/2021,0
medcom_id,Positif,dinkes lembata siap langkah waspada klaster ptm,10/28/2021,0
RRIPrograma3,Negatif,ptm langar prokes tutup kda,10/28/2021,0
tempodotco,Positif,vaksinasi covid remaja cepat ajar tatap muka aman,10/28/2021,0
__nnarak,Positif,earth gup ketemu tatap muka online kek ajar ae njic,10/28/2021,0
ukipsoq,Positif,mahasiswa ukip wajib ikut vaksinasi covid serta ajar tatap muka ikut giat vaksinasi area kampus ukip tangal oktober besok,10/28/2021,0
injanqi,Negatif,anjert males ptm,10/28/2021,0
sideofstudent,Positif,ptm hshshs ptm trs dikabarin adkel covid jdnya daring,10/28/2021,0
Moj43645,Positif,semangat ptm besok trade mark,10/28/2021,0
penqetahuan,Negatif,males besok ptm,10/28/2021,0
bbbobbbn,Negatif,males besok ptm copyright,10/28/2021,0
convomfs,Negatif,besok ptm takut,10/28/2021,0
cheolmainalofa,Negatif,ih males jadwal ptm muncul,10/28/2021,0
eomgybu,Negatif,ptm shift siang males panas,10/28/2021,0
itsmenasyela,Positif,ptm sayang sebentar,10/28/2021,0
taekcook,Positif,ptm gila,10/28/2021,0
nellalaland_,Positif,semangat daring ptm copyright,10/28/2021,0
luvbgyura_,Positif,ptm tingal semangat,10/28/2021,0
nyerahbelajar,Positif,semangat daring ptm,10/28/2021,0
mounteaee,Positif,pagi ptm semangat,10/28/2021,0
gfnyajaeyun,Negatif,pagi mots males ptm pelajaranya asik,10/28/2021,0
Nayyeora,Positif,ptm sedih,10/28/2021,0
jisuevoir,Positif,sumpah ak pgen ptm,10/28/2021,0
tarobobamlk,Negatif,males mjngdwp ptm anjing,10/28/2021,0
clauvhie,Positif,god morning ptm semangat daring semangat pagi yok nice day,10/28/2021,0
_hyunsanq,Positif,semangat ptm trade mark,10/28/2021,0
zeusjsn,Negatif,males ptm bobo,10/28/2021,0
DaraDoyii26,Negatif,males ptm ngantuk,10/28/2021,0
yoimiawu,Negatif,malesnya ptm,10/28/2021,0
scajygrays,Negatif,males besok ptm,10/28/2021,0
ssearaaa,Negatif,males besok ptm,10/28/2021,0
boyoutrage,Positif,ptm baik,10/28/2021,0
flouryriin,Negatif,ptm pusing dha,10/28/2021,0
zeronessss,Positif,first time ptm mtk sabar ngajarnya jujur cuman perhatin ngomong kali bagi paham pdhl asli ngerti,10/28/2021,0
nielsskyy,Negatif,males bsk ptm,10/28/2021,0
vybigwincytx,Positif,trnyata ptm copyright,10/28/2021,0
devroyssc,Negatif,males ptm,10/28/2021,0
nnaypsh,Positif,morning besti moga mulus hari ptm daring semangat sekolah semangat kerja,10/28/2021,0
lord_sbt,Negatif,tutup sekolah kasi anak diangap bawa virus main bebas temennya positif gilir ptm semingu itu klaster,10/28/2021,0
KabarSiang,Negatif,muncul klaster sekolah sat ptm,10/28/2021,0
LapanganHitam,Positif,juang jokowi pulih bangsa pandemi ptm buka siswa prestasi,10/28/2021,0
bluwbear,Negatif,ih mls mingdep ptm,10/28/2021,0
cloudyxbluee,Positif,anak hutan neng ptm hujat cih jinja,10/28/2021,0
RiskaNgilan,Positif,awas ketat evaluasi kala ptm cenderung efektif banding ajar jarak pj kesiap pelaksanan pj tahap proses kembang ptm laksana,10/28/2021,0
panah_bintangku,Positif,pelaksanan ptm perintah fokus awas tingkat advanced surveilance dukung program ptm batas,10/28/2021,0
ditopuccino,Positif,tunda ptm batas pny efek buruk siswa loh lha tetangaku pny anak maen mulu kerja ortunya sibuk krj nga bs nyalahin ptm batas hrs prokes,10/28/2021,0
dee_arif,Positif,sekolah protokol sehat boleh lanjut ptm batas prokes,10/28/2021,0
radaradapaham,Positif,oh ptm batas aman tes pcr siswa guru sekolah rutin minimal loh,10/28/2021,0
ginabicara,Positif,salah strategi perintah dlm ptm kuat prokes,10/28/2021,0
nona_melinda_,Positif,yuhu ptm batas daerah menyelengarakanya kemdikbudristek sekolah satgas covid sehat selamat prioritas utama sat ptm batas prokes,10/28/2021,0
pikiran_rakyat,Positif,dinas didik jakarta bantah data kemendikbudristek klaster covid sekolah imbas ptm,10/27/2021,0
balipuspanews,Positif,tua siswa harap ajar tatap muka persen,10/27/2021,0
kumparan,Positif,pria gunungkidul aku senang dilaksanakanya ajar tatap muka ptm pandemi corona,10/27/2021,0
MartinaPorra60,Netral,ajar tatap muka langsung lelah ingat anak tat prokes jaga prokes waspada faktor,10/27/2021,0
rlnnnnnz,Negatif,argh males ptm,10/27/2021,0
makmurlife,Negatif,sumpah males ptm,10/27/2021,0
bluebyru,Negatif,males ptm,10/27/2021,0
uptoyouuusis,Negatif,males ptm,10/27/2021,0
jaesfate,Negatif,alah takut ptm,10/27/2021,0
caticoffe,Negatif,pusing takut ptm,10/27/2021,0
Katehaily_,Negatif,ptm gaseru sumpah sepi orang dikit,10/27/2021,0
seizethelight_,Positif,ptm buruk sklh normal,10/27/2021,0
ichigyuri,Positif,neng sekolah nyiapin jadwal ptm ful,10/27/2021,0
yyourpeach,Negatif,ujan males berangkat ptm,10/27/2021,0
winwinkwi,Negatif,males ptm,10/27/2021,0
sashabrraus,Positif,semangat ptm pj sedih,10/27/2021,0
namaxaron,Positif,semangat ptm mapel biologi,10/27/2021,0
cumanpika,Negatif,males ptm,10/27/2021,0
chanelmodel_,Positif,selamat pagi semangat ptm,10/27/2021,0
Amykyungwin,Positif,semangat lgi ptm,10/27/2021,0
hyeweoun,Negatif,jujur sy males ptm,10/27/2021,0
deskiafp,Positif,pagi semangat ptm,10/27/2021,0
qnshsyx,Positif,mangat ptm,10/27/2021,0
jevanwld,Negatif,alah besok mager anjg ptm,10/27/2021,0
chazelyy,Negatif,cape ptm,10/27/2021,0
Riatrying,Positif,tetep semangat ptm kasih tugas,10/27/2021,0
nwomoyed,Positif,semangat ptm,10/27/2021,0
pypiieee,Negatif,males ptm fahajqbabak,10/27/2021,0
traxvisal,Negatif,males ptm,10/27/2021,0
cptrloey,Negatif,pagi ptm mager,10/27/2021,0
jevastadhn,Positif,selamat pagi semangat ptm,10/27/2021,0
zZzNomin,Negatif,males besok ptm,10/27/2021,0
rrevuese,Positif,neng bsk ptm,10/27/2021,0
AXRESYJ,Negatif,males bsk ptm pake baju adat,10/27/2021,0
gracefulvee,Positif,ptm,10/27/2021,0
peteyejo,Negatif,males besok ptm upacara,10/27/2021,0
firstkyu_,Negatif,takut ptm,10/27/2021,0
diorpdf,Positif,ptm seru,10/27/2021,0
jenonole,Negatif,ptm plis,10/27/2021,0
meqdeia,Positif,either way semangat ptm,10/27/2021,0
juraiueo,Positif,semangat ptm,10/27/2021,0
jevastadhn,Positif,selamat pagi semangat daring ptm,10/27/2021,0
lingkardotco,Negatif,muncul klaster covid sekolah,10/27/2021,0
lealnight,Positif,ptm,10/27/2021,0
etdahgaiz,Positif,bsk gw ptm,10/27/2021,0
OneYanuarto,Positif,menteri awal ptm wajib pake seragam tlg wajib srgm utama sj srgm identitas sklh mcm wajib dl ringan ortu dampak covid terimakasih,10/27/2021,0
tupsd,Negatif,kelas ptm tetep daring,10/27/2021,0
windywwendy,Negatif,tw mls pts ptm,10/27/2021,0
najethefirstt,Positif,ptm daring,10/27/2021,0
min_yoonjii1,Negatif,jujurly sangup trade mark trade marksenin ptm anjir,10/27/2021,0
AraNiagara1,Positif,ortu khawatir sehat anak amp mengijinkan anak anak ptm batas gp jin ajar rumah diskriminasi proses hukum putus prokes,10/27/2021,0
